SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,FISCAL_YEAR,PERIOD,METRIC,VALUE,SN
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,BHADRA_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,BHADRA_2082,BUDGET,51100.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,BHADRA_2082,BUDGET,51100.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,BHADRA_2082,BUDGET,110000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,BHADRA_2082,BUDGET,53235.61946902656,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,BHADRA_2082,BUDGET,42831.858666666674,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,BHADRA_2082,BUDGET,11131.386861313833,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,BHADRA_2082,BUDGET,1831442.6470588234,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,BHADRA_2082,BUDGET,207754.42477876108,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,BHADRA_2082,BUDGET,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,BHADRA_2082,BUDGET,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,BHADRA_2082,BUDGET,5163.222054796601,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,BHADRA_2082,BUDGET,31195.958333333332,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,BHADRA_2082,BUDGET,3065.831083333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,BHADRA_2082,BUDGET,27289.672375,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,BHADRA_2082,BUDGET,17500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,BHADRA_2082,BUDGET,2352277.2873477214,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,BHADRA_2082,BUDGET,72500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,BHADRA_2082,BUDGET,235758.448625,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,BHADRA_2082,BUDGET,103314.79112499999,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,BHADRA_2082,BUDGET,2763850.5270977216,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,BHADRA_2082,BUDGET,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,BHADRA_2082,BUDGET,81666.66666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,BHADRA_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,BHADRA_2082,BUDGET,82374.10083333333,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,BHADRA_2082,BUDGET,120978.43083333335,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,BHADRA_2082,BUDGET,70591.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,BHADRA_2082,BUDGET,34886.25,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,BHADRA_2082,BUDGET,40631.22891666667,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,BHADRA_2082,BUDGET,53236.76318583334,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,BHADRA_2082,BUDGET,484364.94043583336,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,BHADRA_2082,BUDGET,45286.97983333334,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,BHADRA_2082,BUDGET,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,BHADRA_2082,BUDGET,167380.08283333335,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,BHADRA_2082,BUDGET,1019013.0031025,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,BHADRA_2082,BUDGET,3607485.019999999,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,BHADRA_2082,BUDGET,108224.55059999997,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,BHADRA_2082,BUDGET,62052.83067065887,
Human Resource Cost,,Subtotal (H),LINE,2082/83,BHADRA_2082,BUDGET,3777762.4012706582,
Financial Overhead,,Bank Charges,LINE,2082/83,BHADRA_2082,BUDGET,33542.019525,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,BHADRA_2082,BUDGET,33542.019525,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,BHADRA_2082,BUDGET,438400.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,BHADRA_2082,BUDGET,30000.0,
Business Promotion,,Others,LINE,2082/83,BHADRA_2082,BUDGET,430070.2761679514,
Business Promotion,,Subtotal (J),LINE,2082/83,BHADRA_2082,BUDGET,898470.2761679514,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,BHADRA_2082,ACTUAL,2134345.08,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,BHADRA_2082,ACTUAL,405611.32902421174,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,BHADRA_2082,ACTUAL,6710.0,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,BHADRA_2082,ACTUAL,50958.904109589035,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,BHADRA_2082,ACTUAL,2597625.3131338004,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,BHADRA_2082,ACTUAL,65388.09782608695,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,BHADRA_2082,ACTUAL,36663.66,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,BHADRA_2082,ACTUAL,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,BHADRA_2082,ACTUAL,402051.75782608695,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,BHADRA_2082,ACTUAL,51100.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,BHADRA_2082,ACTUAL,51100.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,BHADRA_2082,ACTUAL,149741.3903469466,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,BHADRA_2082,ACTUAL,46975.39102777778,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,BHADRA_2082,ACTUAL,38938.05309734514,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,BHADRA_2082,ACTUAL,11282.956768298223,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,BHADRA_2082,ACTUAL,1831442.6470588234,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,BHADRA_2082,ACTUAL,200785.90191705964,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,BHADRA_2082,ACTUAL,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,BHADRA_2082,ACTUAL,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,BHADRA_2082,ACTUAL,16476.712328767124,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,BHADRA_2082,ACTUAL,26285.87161643836,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,BHADRA_2082,ACTUAL,2787.465940054496,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,BHADRA_2082,ACTUAL,26413.698630136983,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,BHADRA_2082,ACTUAL,68070.75505479451,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,BHADRA_2082,ACTUAL,2430867.5104531087,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,BHADRA_2082,ACTUAL,73288.04347826086,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,BHADRA_2082,ACTUAL,162030.8060311284,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,BHADRA_2082,ACTUAL,65130.745217391304,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,BHADRA_2082,ACTUAL,2731317.105179889,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,BHADRA_2082,ACTUAL,60000.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,BHADRA_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,BHADRA_2082,ACTUAL,70595.91031604697,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,BHADRA_2082,ACTUAL,116235.0,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,BHADRA_2082,ACTUAL,76000.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,BHADRA_2082,ACTUAL,36746.96,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,BHADRA_2082,ACTUAL,8333.333333333334,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,BHADRA_2082,ACTUAL,38434.11,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,BHADRA_2082,ACTUAL,406345.3136493803,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,BHADRA_2082,ACTUAL,55150.0,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,BHADRA_2082,ACTUAL,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,BHADRA_2082,ACTUAL,78187.17708551482,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,BHADRA_2082,ACTUAL,861663.4907348952,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,BHADRA_2082,ACTUAL,4051519.345,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,BHADRA_2082,ACTUAL,3900.0,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,BHADRA_2082,ACTUAL,52828.0,
Human Resource Cost,,Subtotal (H),LINE,2082/83,BHADRA_2082,ACTUAL,4108247.345,
Financial Overhead,,Bank Charges,LINE,2082/83,BHADRA_2082,ACTUAL,65273.88638497652,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,BHADRA_2082,ACTUAL,65273.88638497652,
Business Promotion,,Others,LINE,2082/83,BHADRA_2082,ACTUAL,2200.0,
Business Promotion,,Subtotal (J),LINE,2082/83,BHADRA_2082,ACTUAL,2200.0,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,BHADRA_2082,VARIANCE,-1213945.08,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,BHADRA_2082,VARIANCE,-28497.5967927117,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,BHADRA_2082,VARIANCE,105600.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,BHADRA_2082,VARIANCE,30010.0,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,BHADRA_2082,VARIANCE,-958.9041095890352,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,BHADRA_2082,VARIANCE,-1107791.5809023008,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,BHADRA_2082,VARIANCE,-703.0978260869524,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,BHADRA_2082,VARIANCE,60536.34,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,BHADRA_2082,VARIANCE,59833.242173913044,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,BHADRA_2082,VARIANCE,-39741.3903469466,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,BHADRA_2082,VARIANCE,6260.228441248779,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,BHADRA_2082,VARIANCE,3893.8055693215356,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,BHADRA_2082,VARIANCE,-151.5699069843904,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,BHADRA_2082,VARIANCE,6968.522861701436,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,BHADRA_2082,VARIANCE,-11313.490273970523,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,BHADRA_2082,VARIANCE,4910.0867168949735,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,BHADRA_2082,VARIANCE,278.3651432788379,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,BHADRA_2082,VARIANCE,875.9737448630149,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,BHADRA_2082,VARIANCE,-50570.755054794514,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,BHADRA_2082,VARIANCE,-78590.22310538744,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,BHADRA_2082,VARIANCE,-788.0434782608645,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,BHADRA_2082,VARIANCE,73727.6425938716,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,BHADRA_2082,VARIANCE,38184.045907608685,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,BHADRA_2082,VARIANCE,32533.421917831976,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,BHADRA_2082,VARIANCE,21666.66666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,BHADRA_2082,VARIANCE,11778.190517286363,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,BHADRA_2082,VARIANCE,4743.4308333333465,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,BHADRA_2082,VARIANCE,-5408.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,BHADRA_2082,VARIANCE,-1860.7099999999991,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,BHADRA_2082,VARIANCE,32297.89558333333,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,BHADRA_2082,VARIANCE,14802.65318583334,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,BHADRA_2082,VARIANCE,78019.62678645305,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,BHADRA_2082,VARIANCE,-9863.020166666662,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,BHADRA_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,BHADRA_2082,VARIANCE,89192.90574781853,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,BHADRA_2082,VARIANCE,157349.5123676049,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,BHADRA_2082,VARIANCE,-444034.3250000011,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,BHADRA_2082,VARIANCE,104324.55059999997,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,BHADRA_2082,VARIANCE,9224.83067065887,
Human Resource Cost,,Subtotal (H),LINE,2082/83,BHADRA_2082,VARIANCE,-330484.9437293423,
Financial Overhead,,Bank Charges,LINE,2082/83,BHADRA_2082,VARIANCE,-31731.866859976515,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,BHADRA_2082,VARIANCE,-31731.866859976515,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,BHADRA_2082,VARIANCE,438400.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,BHADRA_2082,VARIANCE,30000.0,
Business Promotion,,Others,LINE,2082/83,BHADRA_2082,VARIANCE,427870.2761679514,
Business Promotion,,Subtotal (J),LINE,2082/83,BHADRA_2082,VARIANCE,896270.2761679514,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,ASHWIN_2082,BUDGET,460200.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,ASHWIN_2082,BUDGET,384656.00687613,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,ASHWIN_2082,BUDGET,105600.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,ASHWIN_2082,BUDGET,37454.4,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,ASHWIN_2082,BUDGET,50000.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,ASHWIN_2082,BUDGET,1037910.40687613,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,ASHWIN_2082,BUDGET,64685.0,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,ASHWIN_2082,BUDGET,162000.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,ASHWIN_2082,BUDGET,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,ASHWIN_2082,BUDGET,526685.0,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,ASHWIN_2082,BUDGET,7961705.32325027,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,ASHWIN_2082,BUDGET,7961705.32325027,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,ASHWIN_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,ASHWIN_2082,BUDGET,51100.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,ASHWIN_2082,BUDGET,51100.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,ASHWIN_2082,BUDGET,110000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,ASHWIN_2082,BUDGET,53235.61946902656,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,ASHWIN_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,ASHWIN_2082,BUDGET,42831.858666666674,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,ASHWIN_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,ASHWIN_2082,BUDGET,11131.386861313833,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,ASHWIN_2082,BUDGET,915721.3235294117,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,ASHWIN_2082,BUDGET,207754.42477876108,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,ASHWIN_2082,BUDGET,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,ASHWIN_2082,BUDGET,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,ASHWIN_2082,BUDGET,5163.222054796601,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,ASHWIN_2082,BUDGET,31195.958333333332,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,ASHWIN_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,ASHWIN_2082,BUDGET,3065.831083333334,
